pmid	ti	ab	fau	dp
255628	[Active management of pregnant patients and natural childbirth. Part I. Preparation for childbirth and yoga (based on "Prenatal Yoga and Natural Childbirth" by J. O. Medvin].		Uchiyama, K;Aoyama, F;Sakane, S	1979 Apr
376147	[Yoga and cardiovascular disease prevention (author's transl)].		Nespor, K	1979 Mar 16
370978	[Backdoor to Hinduism: transcendential meditation].		Gogler, E	1979 Mar 15
433543	Yoga meditation effect on the EEG and EMG activity.		Dostalek, C;Faber, J;Krasa, H;Roldan, E;Vele, F	1979 Mar
763211	[Psychosomatic aspects of essential hypertension].		Reindell, A;Petzold, E;Schutz, P;Matthes, D	1979 Feb 9
153525	Yoga benefits the disabled.		Brosnan, B	1979 Jan 11
11613651	Hatharatnavali of Srinivasabhatta, a late medieval treatise on yoga and tantra.		Venkata Reddy, M	1979
482559	Yoga as therapy in psychosomatic medicine.	Yoga as therapy with psychosomatic disorders has been practiced for many centuries in India, and only recently has become utilized for this purpose in other countries. The yoga system evolved as a 'system of liberation' to allow man to discriminate between his ego-self and pure consciousness, and as such, its medical benefits are really 'side-effects'. Integral yoga practice, however, with which many other self-regulatory somatopsychic approaches have much in common, consists of a holistic technology which functions to restore optimal homeostatis by a variety of special techniques not found in other approaches. Clinical observations of psychosomatic patients indicate that their distorted somatopsychic functioning necessitates their practice of yoga-like therapy. A review of the clinical evidence available indicates that yoga practice has proven most effective with a wide range of psychosomatic and psychiatric disorders. The effectiveness of yoga can be partially understood in terms of neurophysiological theory.	Goyeche, J R	1979
249984	Body-wise with yoga.		Willey, R	1978 Sep 7
694807	Adjunct treatment with yoga in chronic severe airways obstruction.	Eleven patients with severe chronic airways obstruction were given training in yogic breathing exercises and postures. A matched group of 11 patients were given physiotherapy breathing exercises. Both groups of patients were followed up at monthly intervals for nine months with pulmonary function tests, tests of exercise tolerance, and inquiry into their symptoms. After training in yoga the mean maximum work increased significantly by 60.55 kpm; whereas no such rise occurred after training in physiotherapy. This objective improvement was associated with symptomatic improvement in a significantly higher number of patients given training in yoga.	Tandon, M K	1978 Aug
360259	Brain electrical activity during prayer.		Surwillo, W W;Hobson, D P	1978 Aug
367128	[Medical sophrology and yoga respiration in the physiotherapy of bronchial asthma].		de Vicente, P;Posada, J L	1978 Jul-Aug
356079	Nonpharmacologic control of essential hypertension in man: a critical review of the experimental literature.	Many nonpharmacologic (behavioral) techniques are being proposed for the therapy of essential hypertension. The research in this area is reviewed and divided roughly into two categories: the biofeedback and relaxation methodologies. While feedback can be used to lower pressures during laboratory training sessions, studies designed to alter basal blood pressure levels with biofeedback have not yet been reported. The absence of evidence for such changes through biofeedback limits the usefulness of this technique in hypertension control. The various relaxation methods, such as yoga, transcendental meditation, progressive muscle relaxation, and others have shown more promise. With varying degrees of experimental vigor, many of these techniques have been associated with long-lasting changes in blood pressure. The strengths and weaknesses of the various authors' research designs, data and conclusions are discussed, and suggestions for further experimentation are offered.	Frumkin, K;Nathan, R J;Prout, M F;Cohen, M C	1978 Jun
680928	Influence of Yoga training on thermoregulation.		Bhatnagar, O P;Ganguly, A K;Anantharaman, V	1978 May
365124	Psychophysiological correlates of the practice of Tantric Yoga meditation.	Autonomic and electroencephalographic (EEG) correlates of Tantric Yoga meditation were studied in three groups of subjects as they progressed from normal consciousness into meditation. Groups differed in their level of meditation proficiency. Measures of skin resistance, heart rate, respiration, autonomic orienting responses, resting EEG, EEG alpha and theta frequencies, sleep-scored EEG, averaged evoked responses, and subjective experience were employed. Unlike most previously reported meditation studies, proficient meditators demonstrated increased autonomic activation during meditation while unexperienced meditators demonstrated autonomic relaxation. During meditation, proficient meditators demonstrated increased alpha and theta power, minimal evidence of EEG-defined sleep, and decreased autonomic orienting to external stimulation. An episode of sudden autonomic activation was observed that was characterized by the meditator as an approach to the Yogic ecstatic state of intense concentration. These findings challenge the current "relaxation" model of meditative states.	Corby, J C;Roth, W T;Zarcone, V P Jr;Kopell, B S	1978 May
647576	Yoga: one physician's experience.		Armstrong, H	1978 Apr 22
348733	Personality correlates of continuation and outcome in meditation and erect sitting control treatments.		Smith, J C	1978 Apr
366468	The holistic health movement.		Fish, S	1978 Mar
564860	[The use of Hatha-Yaga in balneotherapy].		Krakora, B	1978 Feb
350747	Adrenocortical activity during meditation.	We studied acute plasma cortisol and testosterone concentration changes during the practice known as "transcendental meditation" (TM) and during control rest. Three groups of normal, young adult volunteers were studied: a group of controls, these same controls restudied as practitioners after 3 to 4 months of TM practice, and a group of long-term, regular TM practitioners (3 to 5 years of practice). No change was found in controls during rest. Cortisol declined, but not significantly, in restudied controls, while cortisol decreased significantly in long-term practitioners during meditation and remained somewhat low afterward. No change in testerone concentration was noted during either rest or TM. Apparently, the practice of TM becomes associated with psychophysiologic response(s) which acutely inhibit pituitary-adrenal activity.	Jevning, R;Wilson, A F;Davidson, J M	1978 Feb
25412	Arterial blood gases in Pranayama practice.	Pranayama is a Yogic breathing practice which is known experientially to produce a profound calming effect on the mind. In an experiment designed to determine whether the mental effects of this practice were accompanied by changes in the arterial blood gases, arterial blood was drawn from 10 trained individuals prior to and immediately after Pranayama practice. No significance changes in arterial blood gases were noted after Pranayama. A neural mechanism for the mental effects of this practice is proposed.	Pratap, V;Berrettini, W H;Smith, C	1978 Feb
10236619	Yoga and rehabilitation.		Levitz, L	1977 Spring
368849	'Positive and 'negative' aspects of the 'altered states of consciousness' induced by autogenic training, Zen and yoga.	As practices of altered states of consciousness (ASC) have become more widely used among psychotherapists who have become aware of the limitations of psychoanalytic, educational and behavioral approaches, negative aspects ('Makyo') of ASC have drawn their special attention. For the purpose of controlling or preventing these side-effects, (1) the problem of indication is most important, (2) and evaluation of the patient's personality is indispensable, (3) preparatory education about ASC methods and (4) guidance by experienced leaders are most helpful, (5) appropriate use of tranquilizers and (6) the mere presence of a supportive therapist at the place of practice can also be helpful.	Ikemi, Y;Ishikawa, H;Goyeche, J R;Sasaki, Y	1978
344296	Meditation and archetypal content of nocturnal dreams.		Faber, P A;Saayman, G S;Touyz, S W	1978 Jan
614510	The effect of yoga training on neuromuscular excitability and muscular relaxation.		Bhatnagar, O P;Anantharaman, V	1977 Dec
579350	Biodynamics of self-administered manipulation.		Kirk, C E	1977 Nov
615187	Bio-electric method to induce an yoga-like state.		Bhaskar, P A;Ramamurthi, B	1977 Oct
330417	A model for the levels of concentrative meditation.		Brown, D P	1977 Oct
889502	Vertebral artery occlusion complicating yoga exercises.	Vertebral artery occlusion developed in a young adult shortly after he had performed neck manipulations during yoga movements. Yoga exercises are a rare cause of acute medullary or cerebellar infarction.	Hanus, S H;Homer, T D;Harter, D H	1977 Sep
140003	Yoga for tired legs and aching back.		Weller, S	1977 May
325495	Note upon steady visual fixation and repeated auditory stimulation in meditation and the laboratory.	The techniques of steady visual fixation and repetitious auditory input are used in the laboratory for investigating perceptual phenomena and in yoga and meditation for facilitating altered states of awareness. Phenomena related to mild sensory deprivation are reported in both circumstances.	Piggins, D;Morgan, D	1977 Apr
577004	Biological significance of piezoelectricity in relation to acupuncture, Hatha Yoga, osteopathic medicine and action of air ions.	Piezoelectric properties of biological macromolecules such as proteins, nucleic acids and mucopolysaccharides are reviewed in this paper. It is indicated that the structural elements of the human body composed of these piezoelectric substances are capable of transducing a mechanical energy into an electric current. Such a transduction may be brought about by movements of an acupuncture needle, osteopathic manipulations; Hatha Yoga postures or action of negatively charged air irons. It is postulated that electric current induced by stimulation of the specific sites on the surface of human body flows towards the internal organs along the semiconductive channels of biologic macromolecules. Electric current induced either by the piezoelectric transduction or directly applied from an external source may in turn stimulate individual cells in the target organ. Involvement of electrical phenomena in regulatory mechanisms on cellular and molecular levels is discussed.	Lipinski, B	1977 Jan-Feb
319471	Physiological changes in yoga meditation.		Elson, B D;Hauri, P;Cunis, D	1977 Jan
980885	Community psychiatric nursing; yoga as therapy.		Wigley, I	1976 Nov 4
10743	Self-induced depersonalization syndrome.	The author reports two cases in which depersonalization occurred during the waking consciousness of individuals who had engaged in meditative techniques designed to alter consciousness. Psychiatrists should be aware of this phenomenon, as the number organizations in the "consciousness movement" is increasing, and should ask people manifesting depersonalization about any involvement in activities leading to altered states of consciousness. In some cases it might be appropriate to refer such patients to responsible groups that teach altered consciousness by meditation as an egosyntonic desirable state. The author cautions against the use of phenothiazines in cases where depersonalization is a prominent feature.	Kennedy, R B Jr	1976 Nov
980662	Effect of yoga exercises on failures on the Kraus-Weber tests.		Gharote, M L	1976 Oct
782653	Letter: Meditation or methyldopa?		Nixon, P G;Dighton, D H	1976 Aug 28
1067709	[10 years of our own experience in Hatha Yoga].		Neuhausser, P;Neuhausser, E	1976 Jul 16
782641	Editorial:Meditation or methyldopa?			1976 Jun 12
773526	Psychotronics: the new science once the preserve of ancient Eastern philosophy.		Woods, D	1976 May 8
1007105	[Effect of certain asanas used in the system of yoga on the central nervous and cardiovascular systems].		Belaia, N A;Zhuravleva, A I;Andreeva, V M	1976 May-Jun
766904	Editorial: Mediation and bodily changes.			1976 Mar 13
55865	Letter: TM and hypertension.		Frankel, B L	1976 Mar 13
55807	Letter: TM and hypertension.		Patel, C	1976 Mar 6
1044224	An introduction to Yoga.		Wilson, R L	1976 Feb
55533	Transcendental meditation in hypertension. Individual response patterns.	Seven selected hypertensive patients were stabilized on drugs at a research clinic. Subjects learned transcendental meditation (T.M.), were seen weekly, and took their own blood pressure several times daily. After 12 weeks of T.M. six subjects showed psychological changes and reduced anxiety scores. Six subjects also showed significant reductions in home and four in clinic blood-pressures. Six months later four subjects continued to derive psychological benefit and two showed significant blood-pressure reductions attributable to T.M. at home and clinic.	Blackwell, B;Bloomfield, S;Gartside, P;Robinson, A;Hanenson, I;Magenheim, H;Nidich, S;Zigler, R	1976 Jan 31
955824	Gestalt awareness: a way of being as a Yoga for the west.		Balogh, P	1976 Spring
786546	Transformations of consciousness. A cartography, II. The perception-meditation continuum.	The Japanese Zen and Indian Yoga meditation techniques of zazen, dharna, dhyan, savichar- and nirvichar-samadhi are cartographed on a perception-meditation continuum of increasing trophotropic arousal. Certain psychophysiological characteristics and experiential dimensions of these hypometabolic states are discussed and it is proposed that observer-observed interactions or trans-substantiation (commonly termed 'reality') may not be subject to Goedelian restrictions if they proceed in hyper- and hypoaroused states. The meaning of aroused, non-verbal and logically non-Aristotelean states cannot be conveyed to individuals in a non-aroused state. The converse is also true when the relationship of arousal levels is reversed.	Fischer, R	1976
172712	[Yoga--a healing power within us].		Boelsen, B	1975 Dec
1222951	Effects of yogic exercises on human physical efficiency.		Nayar, H S;Mathur, R M;Kumar, R S	1975 Oct
1180661	Psychophysiological correlates of meditation.	The scientific research that has investigated the physiological changes associated with meditation as it is practiced by adherents of Indian Yoga, Transcendental Meditation, and Zen Buddhism has not yielded a thoroughly consistent, easily replicable pattern of responses. The majority of studies show meditation to be a wakeful state accompanied by a lowering of cortical and autonomic arousal. The investigations of Zen and Transcendental Meditation have thus far produced the most consistent findings. Additional research into the mechanisms underlying the phenomena of meditation will require a shifting from old to new methodological perspectives that allow for adequate experimental control and the testing of theoretically relevant hypotheses.	Woolfolk, R L	1975 Oct
1237748	The faith that heals.		Frank, J D	1975 Sep
1183424	Comments on "Biofeedback in epileptics: equivocal relationship of reinforced EEG frequency to seizure reduction" by Bonnie J. Kaplan, Epilepsia 16:477-485, 1975.		Gastaut, H	1975 Sep
1153336	Alternative medicine: transcendental meditation.		Rigby, B	1975 Aug 7
1213802	A comparative study on the effect of some individual yogic practices in normal persons.		Udupa, K N;Singh, R H;Settiwar, R M	1975 Aug
1213801	Studies on the effect of some yogic breathing exercises (Pranayams) in normal persons.		Udupa, K N;Singh, R H;Settiwar, R M	1975 Aug
49737	Randomised controlled trial of yoga and bio-feedback in management of hypertension.	34 hypertensive patients were assigned at random either to six weeks' treatment by yoga relaxation methods with bio-feedback or to placebo therapy (general relaxation). Both groups showed a reduction in blood-pressure (from 168/100 to 141/84 mm. Hg in the treated group and from 169/101 to 160/96 mm Hg in the control group). The difference was highly significant. The control group was then trained in yoga relaxation, and their blood-pressure fell to that of the other group (now used as controls).	Patel, C;North, W R	1975 Jul 19
1099602	Meditation as psychotherapy: a review of the literature.		Smith, J C	1975 Jul
1213775	Effect of Padmasana--a yogic exercise on muscular efficiency.		Salgar, D C;Bisen, V S;Jinturkar, M J	1975 Jun
1178355	Arrow-dot scores of drug addicts selecting general or yoga therapy.		Goldberg, L S;Meltzer, G	1975 Jun
1077768	Yoga and biofeedback in the management of 'stress' in hypertensive patients.	1. Psychophysical relaxation exercises based on yogic principles and reinforced by biofeedback instruments were used for behaviour modification in sixteen hypertensive subjects. 2. Preliminary studies indicated that their pressor response to emotional and physical stimuli became less exaggerated and less protracted compared with controls.	Patel, C	1975 Jun
1060270	[10 years of experience in Hatha Yoga. Conditions and general rules for the execution of the Asanas].		Neuhausser, P;Neuhausser, E	1975 May 16
169534	"Exotic" treatments and Western psychiatry.		Leff, J	1975 May
1213761	Physiological and biochemical studies on the effect of yogic and certain other exercises.		Udupa, K N;Singh, R H;Settiwar, R M	1975 Apr
1102431	V World Congress of Cardiology Souvenir Oration. Recent trends in the management of hypertension.		Datey, K K	1975 Apr
169670	[Recent medical research on yoga and states of concentration].	Traditional oriental thinking attracts the growing scientific interest of occidental practitioners. Dr. Pierre Etevenon, head of the Department of Neuro-Psycho-Pharmacology at the French Institute for Health and Medical Research (INSERM), held several conversations and scientific exchanges with the author, and kindly provided copies of some of his works. They are at the basis of the present paper. M. A. Descamps (Paris) found that asanas--yoga postures-- are generators of dynamic action when there is an extension of the spinal column, whilst they lead to quiet states when there is a flexion of it. Claeys and Gones (Belgium) proved that overall global relaxation, as well as differential relaxation were far more effective and deep when obtained by yogis than those attempted by University students majoring in Physical Education. Lonsdorfer and Nussbaum (France) studied several parameters concerning hatha-yoga and concluded that it provides a regular functioning of the main bodily functions fostering thus a psycho-physical balance. Wallace and Benson (U.S.A.) proved that transcendental meditation increases aerobic metabolism, counteracting anaerobic metabolism which is related to mental distress. Etevenon (Paris) investigated neurophysiological effects of yoga in connection to ancient Indian concepts (Upanishads) on sleeping, meditation and degree of consciousness. Dr. Etevenon has studied the phylogenetic evolution of waking-sleeping cycles, focusing on phylogenetic and ontongenetic appearances of REM cycles (activated sleep). A correlation has been made with EEG studies during states of concentration (yoga, transcendental meditation, Zen). These states have been found to be specific brain activities, and different from deep sleep, in spite of certain similarities in the EEG. Several hypothesis are set forth to explain brain activities underlying sites of concentration. The possibilities of developing a conscious mastering of dreams are also under research, and special attention is paid to the works of Saint Denys (1867), and hindu tradition. This paper discusses also the psychological, therapeutic and anthropological implications of recent discoveries in the field.	Lerner, M	1975 Mar
1115565	Observations on a sidewalk ashram.	Meetings between an American guru and his followers were observed and 14 of the devotees were interviewed. Virtually all gave histories of chronic unhappiness and unsatisfactory parental relations. On involvement with the guru and a new 'family,' the experienced increased well-being and periods of bliss, and their acceptance of mystic Hindu beliefs was solidified. Factors relating to the devotees' psychological 'lift' are delineated, including ways that the bond to the leader possibly aided them in dealing with inner conflict. Earlier experiences with psychedelic drugs appeared to have influenced many of the subjects to Hinduism and the guru. It is postulated that a psychological characteristic of the devotees is a strong underlying wish for union with a powerful object,and that this bore on their susceptibility to the influence of certain regressive psychedelic experiences.	Deutsch, A	1975 Feb
1114187	Sahaja: an Indian ideal of mental health.	Sahaja is an Indian ideal of mental and spiritual health that has received special emphasis in the Sikh scriptures--especially, the Adi Granth. Since the concept of sahaja has long been associated with mystical thought and practice, its description has become shrouded in peculiar esoteric terminologies. It is the purpose of this communication to divest sahaja of its esoteric, mystic connotations and to redefine it as a mental health ideal in the context of contemporary conditions.	Neki, J S	1975 Feb
1038193	[Correct breathing is as important as the right food].		Skaalerud, A	1975 Jan 22
46021	12-month follow-up of yoga and bio-feedback in the management of hypertension.	Twenty hypertensive patients treated by psychophysical relaxation exercises were followed up monthly for 12 months. Age and sex matched hypertensive controls were similarly followed up for 9 months. Statistically significant reductions in blood-pressure (BP) and antihypertensive drug requirements were satisfactorily maintained in the treatment group. Mere repetition of B.P. measurements and increased medical attention did not in themselves reduce B.P. significantly in control patients.	Patel, C	1975 Jan 11
1214232	Yoga and biofeedback in the management of hypertension.		Patel, C	1975
1212940	[Meditation--relaxation].		Laitinen, J	1975
1129437	The biologic wisdom of self-regulatory mechanism of normalization in autogenic and oriental approaches in psychotherapy.		Ikemi, Y;Nakagawa, T;Suematsu, H;Luthe, W	1975
1118672	Transcendental meditation and asthma.	A 6-month study with crossover at 3 months was designed to evaluate the possible beneficial effects of transcendental meditation upon bronchial asthma. 21 patients kept daily diaries of symptoms and medications and answered questionnaires at the end of the study and 6 months later. Other measurements included physician evaluation, pulmonary function testing, and galvanic skin resistance. The results indicated that transcendental meditation is a useful adjunct in treating asthma.	Wilson, A F;Honsberger, R;Chiu, J T;Novey, H S	1975
1112910	Preliminary evaluation of PAMFA: Psychological Assist to Medical First Aid.		Schuster, D H	1975 Jan
1096647	Psychotherapy in India: past, present, and future.	If psychotherapy is defined as "interpersonal method of mitigating suffering" then many psychotherapeutic systems have existed in India a long time. Unlike Western systems, these have lacked a clinical bias but have provided a more global framework. The future of psychotherapy in both East and West lies in discovering a conceptual framework with universal validity within which ad hoc therapies--for symptom relief, personality development, or interpersonal adjustment--can be developed.	Neki, J S	1975 Jan
801639	Religion and reality: the three doubts of Hillel.	The authors present an existential approach to the understanding of reality through an analysis of doubt. Doubt is understood as a healthy questioning of what others take for real, a search for that which will stand up to all criticism. Doubt begins in childhood, when one questions the authenticity of his parent's relationship to him. This doubt evokes anger, which normally leads to rebellion against or identification with the parents. Neither choice leads to personal authenticity or reality. Only the discovery of the true Self can heal this pain. There is a third choice possible, however, which takes account of another aspect of doubt, the one who doubts. When I doubt, I know that I don't know. Doubt then leads to the existential question, Who am I? This doubt is really faith, leading to Self-discovery. On the basis of this analysis, we re-open the old question of religion and reality. In predominantly religious cultures, the existential question, Who am I? has given rise to practical philosophies such as Yoga and Zen, together with their Western counterparts, the mysticisms associated with Judaism, Christianity and Islam. The same analysis of existential doubt as a path to the Self is to be found in Hillel's three questions.	Nicholis, W;Kent, I	1975
4442064	[Snake force--the vagus nerve?].		Miltner, V	1974 Dec 6
4610536	[My views on acupuncture].		Gadula, E	1974 Nov 10
4530568	[10 years of our own experience in Hatha Yoga].		Neuhausser, P;Neuhausser, E	1974 Oct 16
4466776	The effect of yogasanas on muscular tone and cardio-respiratory adjustments.		Gopal, K S;Anantharamn, V;Nishith, S D;Bhatnagar, O P	1974 Oct
4372900	Cultural aspects of psychotherapy.		Wittkower, E D;Warnes, H	1974 Oct
4423149	[Theories and considerations on the neuropsychophysiology of hypnosis].		De Stavola, W	1974 Sep 12
4851212	Critique of mystical states: a reply.		Kiely, W F	1974 Sep
4850190	A critique of Gellhorn and Kiely's mystical states of consciousness.		Mills, G K;Campbell, K	1974 Sep
4478587	[Proceedings: A question on the energy metabolism during the Zen practice].		Suzuki, T	1974 Sep 1
4424110	Transcendental meditation and psychological health.		Hjelle, L A	1974 Aug
4416688	Transcendental Meditation and stuttering: a preliminary report.		Mc Intyre, M E;Silverman, F H;Trotter, W D	1974 Aug
4596657	Neurological and behavioral aspects of transcendental meditation relevant to alcoholism: a review.		Swinyard, C A;Chaube, S;Sutton, D B	1974 Apr 15
4523799	Decreased alcohol intake associated with the practice of meditation: a retrospective investigation.		Benson, H	1974 Apr 15
20469058	Facing up to fitness.	Becoming fit means preparing ourselves to cope more effectively with environmental stresses. Exercise programs represent one approach to the fitness struggle. There are alternatives for those who find regular exercise unappealing - Yoga, biofeedback training or self hypnosis. At the moment these techniques appear unscientific and spooky - but they work.	Schatz, D	1974 Apr
4829708	Therapeutic application of a simple relaxation method.		French, A P;Tupin, J P	1974 Apr
4435928	Increased urinary excretion of testosterone following a course of yoga in normal young volunteers.		Gode, J D;Singh, R H;Settiwar, R M;Gode, K D;Udupa, K N	1974 Apr-May
4361495	The "new" vegetarians. Group affiliation and dietary strictures related to attitudes and life style.		Dwyer, J T;Kandel, R F;Mayer, L D;Mayer, J	1974 Apr
4208733	[5 yearss of the Bad Mayheim nicotine withdrawal therapy and non-smoker's training (author's transl)].		Hammer, O	1974 Mar 15
4830843	Decreased blood pressure in borderline hypertensive subjects who practiced meditation.		Benson, H;Rosner, B A;Marzetta, B R;Klemchuk, H P	1974 Mar
4130474	Decreased blood-pressure in pharmacologically treated hypertensive patients who regularly elicited the relaxation response.		Benson, H;Rosner, B A;Marzetta, B R;Klemchuk, H M	1974 Feb 23
4822295	[Symposium on the science of creative intelligence].		Henriksen, H	1974 Jan 21
4808432	Meditation and marijuana.		Shafii, M;Lavely, R;Jaffe, R	1974 Jan
4618839	Operant conditioning: a new theoretical approach in psychosomatic medicine.		Shapiro, D;Surwit, R S	1974 Fall
4618837	Psychological stress and coping in adaptation and illness.		Lazarus, R S	1974 Fall
4409886	[Interhemispheric synchronism of parieto-occipital alpha rhythm. Attention and conscious experience].		Cazard, P	1974
4141510	Symbolic apperception and Integral Psychology.		Gerard, R	1974
4128750	Letter: Yoga and bio-feedback in hypertension.		Pickering, T	1973 Dec 22
4127672	Letter: Yaga and bis-feedback in hypertension.		Patel, C	1973 Dec 8
4128611	Letter: Yoga and bio-feedback in hypertension.		Cotton, D W	1973 Dec 1
4127589	Letter: Yoga and bio-feedback in the management of hypertension.			1973 Nov 24
4127312	Yoga and bio-feedback in the management of hypertension.		Patel, C H	1973 Nov 10
4791510	Studies on a yogi during an eight-day confinement in a sealed underground pit.		Kothari, L K;Bordia, A;Gupta, O P	1973 Nov
4761499	[Yoga in the Western world].		Tilak, S	1973 Oct
4761011	Psychophysiologic therapy based on the concepts of Patanjail. A new approach to the treatment of neurotic and psychosomatic disorders.		Vahia, N S;Doongaji, D R;Jeste, D V;Ravindranath, S;Kapoor, S N;Ardhapurkar, I	1973 Oct
4775468	The cardiorespiratory adjustments in 'Pranayama', with and without 'Bandhas', in 'Vajrasana'.		Gopal, K S;Anantharaman, V;Balachander, S;Nishith, S D	1973 Sep
4518622	Letter: An adjuvant to traditional therapy.		Browne, G E	1973 Aug 22
4719949	The yogic claim of voluntary control over the heart beat: an unusual demonstration.		Kothari, L K;Bardia, A;Gupta, O P	1973 Aug
4716684	Acupunctural analgesia: its explanation by conditioning theory, autogenic training, and hypnosis.		Kroger, W S	1973 Aug
4124606	Spectral analysis of the EEG in meditation.		Banquet, J P	1973 Aug
4788511	Effect of yogasanas and pranayamas on blood pressure, pulse rate and some respiratory functions.		Gopal, K S;Bhatnagar, O P;Subramanian, N;Nishith, S D	1973 Jul-Sep
4719021	Autonomic stability and Transcendental Meditation.		Orme-Johnson, D W	1973 Jul-Aug
4704748	Personal adjustment and perceived locus of control among students interested in meditation.		Stek, R J;Bass, B A	1973 Jun
4746220	[Asana and respiration].		Blokhin, I P;Shanmugam, T M	1973 Apr
4696143	Physiologic correlates of meditation and their clinical effects in headache: an ongoing investigation.		Benson, H;Malvea, B P;Graham, J R	1973 Apr
4620360	[Methodologic approach to voluntarily modified states of consciousness].		Etevenon, P;Henrotte, J G;Verdeaux, G	1973 Apr-Jun
4570400	Self-control of cardiac functioning: a promise as yet unfulfilled.		Blanchard, E B;Young, L D	1973 Mar
4758999	Certain studies on psychological and biochemical responses to the practice in Hatha Yoga in young normal volunteers.		Udupa, K N;Singh, R H;Yadav, R A	1973 Feb
4785293	Silence in the service of ego: psychoanalytic study of meditation.		Shafii, M	1973
4739679	Yoga-induced attacks of acute glaucoma. A case report.		Fahmy, J A;Fledelius, H	1973
4682766	Inservice education on a psychiatric unit.		Brown, C O	1973 Jan
4599202	[Sickle-cell anemia and regressive paraplegia occurring during yoga exercise].		Ndo, D;N'Diaye, I P;Girard, P L;Dumas, M	1973
5080901	[Neurologic disorders following yoga exercises].		Kugler, J	1972 Sep 15
4667180	That new tranquilizer called yoga.		Arbe, A	1972 Sep
4644612	Some observations on Hatha Yoga: the Bandhas: an anatomical study.		Gopal, K S;Lakshmanan, S	1972 Sep
5048439	[Psychological assistance for the Alpine competition skier].		Abrezol, R	1972 Jul 14
5067335	The scientific basis of yoga.		Udupa, K N;Singh, R H	1972 Jun 5
5030966	Mystical states of consciousness: neurophysiological and clinical aspects.		Gellhorn, E;Kiely, W F	1972 Jun
4155534	Biofeedback and visceral learning: clinical applications.		Shapiro, D;Schwartz, G E	1972 May
5015301	Yoga and vertebral arteries.		Russell, W R	1972 Mar 11
4481345	Relax with yoga.		Willey, R	1972 Mar 10
4481332	Relax with yoga.		Willey, R	1972 Mar 3
5066635	Yoga power.		Chusid, J	1972 Jan 17
5080512	[Group yoga therapy. Indications and contraindications for a new psychosomatic technic].		Auriol, B	1972
4643602	[Meditation in yoga].		Wunderli, J	1972
5289761	My experience in psychic healing and parapsychology.		Knowles, F W	1971 Nov
5148682	[Mystic experience or delusional experience? (Apropos of the case of a Yogi)].		Barte, H	1971 Oct-Dec
5146619	Yogic exercises in the management of ischaemic heart disease.		Tulpule, T H;Shah, H M;Shah, S J;Haveliwala, H K	1971 Oct
5570336	A wakeful hypometabolic physiologic state.		Wallace, R K;Benson, H;Wilson, A F	1971 Sep
4327519	Yoga foot drop.		Chusid, J	1971 Aug 9
5554558	Athletic fitness: its role in prevention of accidents and injuries.		Burry, H C	1971 Feb
5480700	A case of the Kleine-Levin syndrome of long duration.		George, H R	1970 Nov
5481214	Yoga and psychoanalysis.		Chakraborty, A	1970 Oct
5468388	["Transcendental meditation"].			1970 Aug 14
5487313	[Physiological effects of transcendental meditation].		Wallace, R K	1970 Aug
4191449	Respiratory changes during transcendental meditation.		Allison, J	1970 Apr 18
5454053	Voluntary control of heart rate in a practitioner of yoga: negative findings.		Fenz, W D;Plapp, J M	1970 Apr
5416544	Physiological effects of transcendental meditation.	Oxygen consumption, heart rate, skin resistance, and electroenceph-alograph measurements were recorded before, during, and after subjects practiced a technique called transcendental meditation. There were significant changes between the control period and the meditation period in all measurements. During meditation, oxygen consumption and heart rate decreased, skin resistance increased, and the electroencephalogram showed specific changes in certain frequencies. These results seem to distinguish the state produced by transcendental meditation from commonly encountered states of consciousness and suggest that it may have practical applications.	Wallace, R K	1970 Mar 27
5416330	Yoga and psychoanalysis.		Brar, H S	1970 Feb
