pmid	ti	ab	fau	dp
23413399	Integrating naturopathy and yoga in management of musculoskeletal disorders.		Arankalle, Dhananjay V	2013 Jan
23407666	Sirsasana (headstand) pose causing compressive myelopathy with myelomalacia.		Ferreira, Michelle A;Galvez-Jimenez, Nestor	2013 Feb
23407338	Effects of Hatha yoga on stress in middle-aged women.	BACKGROUND: Stress is considered a crucial trigger for physical and mental illness. Stress reduction is a known long-term benefit of regular Hatha yoga practice. The efficacy of a single-session Hatha yoga class on stress reduction is not currently known. PURPOSE: This study investigated the comparative effectiveness of a single 90-minute Hatha yoga class and an 8-week, 90-minute-class-per-week course. METHODS: We used a quasiexperimental design and recruited 63 female community residents in New Taipei City aged 40-60 years. Participants were randomly divided into an experimental group (n = 30) and a control group (n = 33). The experimental group received the 8-week Hatha yoga course. The control group received no intervention. The Perceived Stress Scale (PSS) and heart rate variability (HRV) assessed stress reduction effectiveness. Chi-square, independent t test, paired t test, and generalized estimating equations were used for data analysis. RESULTS: After a single 90-minute class of Hatha yoga, experimental group PSS scores were significantly less than those of the control group (p = .001). Although experimental group HRV (low-frequency norm and high-frequency norm) had improved, these changes were not statistically significant (p = .059). PSS scores for the single 90-minute class and 8-week course did not significantly differ (p = .157) and HRV of statistics is significant (p = .005). Generalized estimating equations analyzed changes in the effectiveness over time of stress reduction (HRV and PSS) after the Hatha yoga intervention. Results showed the postintervention HRV and PSS of the experimental group decreased significantly (p < .001) more than the control group. CONCLUSIONS/IMPLICATIONS FOR PRACTICE: Our findings support the position that regular, long-term practice of Hatha yoga provides clear and significant health benefits. Participation in a single 90-minute Hatha yoga class can significantly reduce perceived stress. Doing Hatha yoga regularly can reduce perceived stress even more significantly.	Huang, Fu-Jung;Chien, Ding-Kuo;Chung, Ue-Lin	2013 Mar
23402226	Perceived health benefits from yoga among breast cancer survivors.	PURPOSE: The purpose of this paper is to describe the health benefits reported by breast cancer survivors following an 8-week yoga intervention. DESIGN: This phenomenological study employed three focus groups with six breast cancer survivors each (n = 18) following the yoga intervention. SETTING: The focus groups and yoga classes were conducted in a large hospital in a midsized town in the Midwest. SUBJECTS: Eighteen female breast cancer survivors who were at least 9 months posttreatment participated in the focus groups following the 8-week yoga intervention. INTERVENTION: An 8-week yoga intervention designed specifically for this population was led by a yoga therapist. MEASURES: A semistructured interview guide was utilized to guide each focus group. ANALYSIS: Interpretative phenomenological analysis methods were employed to explore breast cancer survivors' experiences after participating in an 8-week yoga intervention. RESULTS: The findings revealed that the women in the study found health promoting benefits in the areas of physical health and healing, mental health and healing, and social health and healing. CONCLUSIONS: Yoga may be an important tool in the healing process for breast cancer survivors.	Van Puymbroeck, Marieke;Burk, Brooke N;Shinew, Kimberly J;Cronan Kuhlenschmidt, Megan;Schmid, Arlene A	2013 May-Jun
23400315	Cancer patients' experiences with and perceived outcomes of yoga: results from focus groups.	PURPOSE: Yoga is a "mind-body" exercise, a combination of physical poses with breathing and meditation, and may have beneficial effects on physical and psychosocial symptoms. We aimed to explore cancer patients' motives for practicing yoga, experiences of practicing yoga, and perceived physical and psychosocial outcomes. METHODS: Participants (n = 45) following yoga classes for cancer patients were asked to participate in focus group interviews, of whom 29 participated. The focus groups (n = 5) were audio taped with prior consent and transcribed verbatim. Data were analyzed by two coders and independently coded into key issues and themes. RESULTS: Mean age of the participants was 53.8 (SD 10.8) years, of whom 25 were women, and 18 were diagnosed with breast cancer. Motives for participation in yoga were relaxation, the will to be physically active, the wish to pay more attention to one's body, coping with psychosocial symptoms, contributing to their cancer rehabilitation process, and combing physical and mental processes. Main physical and psychosocial experiences of yoga mentioned by patients were regaining body awareness, raising attention to the inner self, learning how to relax, enjoyment, and finding recognition and understanding. Increased physical fitness and function, mental strength and resilience, increased coping, being more relaxed, and happiness were frequently mentioned experiences of patients. CONCLUSIONS: Patients with different types of cancer perceived several benefits on physical and psychosocial outcomes by practicing yoga. Therefore, yoga can be a valuable form of supportive care for cancer patients.	van Uden-Kraan, C F;Chinapaw, M J M;Drossaert, C H C;Verdonck-de Leeuw, I M;Buffart, L M	2013 Jul
23398959	Increased heart rate variability but no effect on blood pressure from 8 weeks of hatha yoga - a pilot study.	BACKGROUND: Yoga exercises are known to decrease stress and restore autonomic balance. Yet knowledge about the physiological effects of inversion postures is limited. This study aimed to investigate the effects of inversion postures (head below the heart) on blood pressure (BP) and heart rate variability (HRV). METHODS: Twelve healthy women and men took part in an 8-week yoga program (60 min once a week). BP was measured with an automatic Omron mx3 oscillometric monitoring device and HRV with a Holter 24-hour ECG at baseline and 8 weeks after the intervention. RESULTS: There was no significant effect of inversion postures on BP. Nine out of 12 participants showed a significant increase in HRV (p < 0.05) at night (2 hours) on pNN50% (12.7 +/- 12.5 to 18.2 +/- 13.3). There were no significant changes in other HRV measures such as NN50, LF, HF, LF/HF ratio, LF normalized units (n.u.), HF n.u. and RMSSD. CONCLUSION: Eight weeks of hatha yoga improved HRV significantly which suggests an increased vagal tone and reduced sympathetic activity.	Papp, Marian E;Lindfors, Petra;Storck, Niklas;Wandell, Per E	2013 Feb 11
23398359	Community-based postpartum exercise program.	AIMS AND OBJECTIVES: To evaluate the effectiveness of an exercise programme for postpartum women to lose weight and relieve fatigue and depression. BACKGROUND: The optimal period for weight loss is six months postpartum. However, most women cannot return to their pre-pregnancy fitness level within that period of time. DESIGN: A quasi-experimental one-group pretest-post-test design was carried out. METHODS: A convenience sampling method was used to recruit 28 women at 2-6 months postpartum. The 'Yoga and Pilates Exercise Programme for Postpartum Woman' was designed for this study and was delivered in group sessions once a week for three months (12 times total) for 60 minutes each time by a professional coach. Of the participants, 23 completed the entire program. The participants' body composition and levels of depression and fatigue were measured before and after the programme to identify differences. RESULTS: Women in the high-score group showed a significant decrease of 6.71 +/- 5.71 points (t = 3.113, p = 0.021) in the depression score after participating in the exercise programme. No significant difference was found for the level of fatigue before and after the exercise programme (p > 0.05). Significant reductions in the participants' body weight, body fat percentage, fat mass and basic metabolic rate were observed after the exercise programme (p < 0.001). CONCLUSIONS: These physical activities benefited the physical and mental health of postpartum women and enhanced their quality of life. RELEVANCE TO CLINICAL PRACTICE: It is worthwhile promoting a yoga and Pilates exercise programme for postpartum women in communities.	Ko, Yi-Li;Yang, Chi-Li;Fang, Chin-Lung;Lee, Mei-Ying;Lin, Pi-Chu	2013 Aug
23396262	A gene cluster responsible for biosynthesis of phomenoic acid in the plant pathogenic fungus, Leptosphaeria maculans.	Phomenoic acid, a long chain aliphatic carboxylic acid is a major metabolite produced by Leptosphaeria maculans, a fungal pathogen of Brassica napus (canola). This fungus has 15 predicted polyketide synthases (PKS) and seven of them have the appropriate domains for the biosynthesis of phomenoic acid. The most highly expressed PKS gene after 7 days growth in 10% V8 juice, PKS2, was silenced and the resultant mutant produced very low levels of phomenoic acid, indicating that this PKS is involved in phomenoic acid biosynthesis. This gene is part of a co-regulated cluster of genes. Reduced expression of an adjacent gene encoding the transcriptional regulator C6TF, led to reduced expression of genes for PKS2, P450, a cytochrome P450 monoxygenase, YogA, an alcohol dehydrogenase/quinone reductase, RTA1, a lipid transport exporter superfamily member and MFS, a Major Facilitator Superfamily transporter, as well as a marked reduction in phomenoic acid production. Phomenoic acid is toxic towards another canola pathogen Leptosphaeria biglobosa 'canadensis', but not towards L. maculans and only moderately toxic towards the wheat pathogen Stagonospora nodorum. This molecule is detected in infected stems and stubble of B. napus, but biosynthesis of it does not appear to be essential for pathogenicity of L. maculans. Phomenoic acid may play a role in allowing L. maculans to outcompete other fungi in its environmental niche.	Elliott, Candace E;Callahan, Damien L;Schwenk, Daniel;Nett, Markus;Hoffmeister, Dirk;Howlett, Barbara J	2013 Apr
23392363	Measuring cystatin C to determine renal function in neonates.	OBJECTIVES: The incidence of acute kidney injury in neonates is high and associated with up to a 50% mortality rate. The purpose of this review was to determine the feasibility of using serum cystatin C measurements to assist clinicians in making early and accurate diagnoses of acute kidney injury in neonates. DATA SOURCE: We searched for the following seven key words within the PubMed database and the Cochrane Database of Systematic Reviews: cystatin C, neonates, newborn, preterm, premature, kidney failure, and kidney injury. STUDY SELECTION: The selected studies included neonates within their study populations and were published in English. We reviewed literature published between January 1990 and May 2012. DATA EXTRACTION: Ten studies had conducted serum cystatin C measurements in neonates. DATA SYNTHESIS: The cystatin C level in neonates is not influenced by the maternal level and is highest at birth. In most studies, cystatin C levels on day 1 of life ranged between 1 and 2 mg/L, gradually declined during the first year and then remained relatively stable thereafter. Cystatin C levels did not differ between male and female infants, and no significant gestational age-dependent differences were found. Cystatin C levels were increased in cases of sepsis, acute kidney injury, and congenital renal abnormalities. CONCLUSIONS: Cystatin C has all of the theoretical properties needed to be an ideal marker of renal function. It can be used to determine baseline renal function on day 1 and is increasingly being used to determine renal function in sick neonates. In the majority of studies, the day 1 cystatin C level ranged between 1 and 2 mg/L, which gradually declined in the first year of life. However, the number of available studies evaluating cystatin C in sick neonates is currently limited, and there are also no studies linking cystatin C levels in sick babies with short-term and long-term outcomes.	Kandasamy, Yogavijayan;Smith, Roger;Wright, Ian M R	2013 Mar
23387504	Yoga for chronic neck pain: a 12-month follow-up.	OBJECTIVES: To assess the effects of a 9-week yoga intervention on chronic nonspecific neck pain 12 months after completion. DESIGN: Twelve-month follow-up of the pooled data of both arms of a randomized, controlled trial. SETTING: Department of Internal and Integrative Medicine at an academic teaching hospital. SUBJECTS: Fifty-one patients with chronic nonspecific neck pain (mean age 47.8 years; 82.4% female). INTERVENTIONS: A 9-week yoga group intervention. OUTCOME MEASURES: Neck pain intensity (100-mm visual analog scale), functional disability (neck disability index), health-related quality of life (short-form 36 questionnaire, SF-36), generic disability (days with restricted activities), and global improvement. RESULTS: From baseline to 12-month follow-up, pain intensity improved from 48.81 +/- 17.71 to 32.31 +/- 20.68 (P < 0.001), neck-related disability decreased from 25.26 +/- 9.02 to 19.49 +/- 11.52 (P = 0.001), and bodily pain in the SF-36 improved from 49.37 +/- 12.40 to 59.26 +/- 17.57 (P = 0.005). Improvements in pain intensity were predicted by weekly minutes of yoga practice during the past 4 weeks (r(2) = 0.12, P = 0.028); improved neck-related disability (r(2) = 0.24, P = 0.001) and bodily pain (r(2) = 0.26, P = 0.006) were predicted by regular yoga practice during the past 12 months. Generic disability did not decrease significantly. Twenty-four patients (68.6%) rated their health as at least somewhat improved. CONCLUSIONS: A 9-week yoga intervention improved pain and neck-related disability for at least 12 months after completion. Sustained yoga practice seems to be the most important predictor of long-term effectiveness.	Cramer, Holger;Lauche, Romy;Hohmann, Claudia;Langhorst, Jost;Dobos, Gustav	2013 Apr
23387247	Immediate effect of mukha bhastrika (a bellows type pranayama) on reaction time in mentally challenged adolescents.	Mentally challenged individuals are known to have slower speed of reaction. As a previous study has shown immediate improvement in reaction time (RT) following mukha bhastrika, a bellows type of pranayama, we planned to study the effect of this pranayama in mentally challenged adolescents. 34 mentally challenged adolescents (15.1 +/- 0.806 y) studying in a school for Special Needs were recruited as they have been receiving yoga training once a week for more than 3 years. Exclusion criteria were inability to either perform mukha bhastrika or to understand procedure for testing RT. Visual (VRT) and auditory reaction time (ART) was measured using RT apparatus before and after nine rounds of mukha bhastrika and a control period of ten minutes of normal activities to rule out any test-retest practice effect. Analysis of non-intervention period values showed that the reliability in terms of reproducibility of the observation for both VRT (r = 0.87) and ART (r = 0.95) was excellent. Mukha bhastrika produced an immediate and significant decrease in both VRT and ART. There was a statistically significant decrease in VRT (P < 0.0001) from 296.15ms +/- 13.49 to 263.59ms +/- 12.53 and ART (P < 0.0001) from 247.88 ms +/- 14.33 to 217.35 ms +/- 11.36 following mukha bhastrika. Decrease in RT signifies improved central neuronal processing ability. This may be due to greater arousal and faster rate of information processing, improved concentration and/or ability to ignore or inhibit extraneous stimuli. Mukha bhastrika may be altering afferent inputs from abdominal and thoracic regions, in turn modulating activity at ascending reticular activating system and thalamo-cortical levels. It is suggested that yogic breathing techniques like mukha bhastrika be used as an effective means of improving neuromuscular abilities in special children.	Bhavanani, Ananda Balayogi;Ramanathan, Meena;Kt, Harichandrakumar	2012 Apr-Jun
23387245	Effect of Yoga Nidra on physiological variables in patients of menstrual disturbances of reproductive age group.	Aim of this study was to see any effect on autonomic functions in menstrual disturbances patients after Yoga Nidra practice. The subjects for the study were 150 females with menstrual irregularities, 28.08 +/- 7.43 years of mean age, referred from department of Obstetrics and Gynecology CSMMU, UP, Lucknow. Subjects were divided randomly in to two groups' intervention and in control groups -seventy five (75) in each group. Out of these, one hundred twenty six (126) completed the study protocol. The yogic intervention consisted of 35-40 minutes/day, five days in a week till six months. An autonomic function testing was done in both the groups at zero time and after six months. A significant positive effect was observed when yoga therapy was used as an adjunct in the patients of menstrual disturbances. There were significant improvements in the blood pressure, postural hypotension and sustained hand grip, heart rate expiration inspiration ratio and 30:15 beat ratios of the subjects after yogic practice.	Monika;Singh, Uma;Ghildiyal, Archana;Kala, Sarswati;Srivastava, Neena	2012 Apr-Jun
23383976	Toward identifying the effects of the specific components of Mindfulness-Based Stress Reduction on biologic and emotional outcomes among older adults.	OBJECTIVES: The objectives of this study were to examine the effects of specific Mindfulness-Based Stress Reduction (MBSR) activities (yoga, sitting and informal meditation, body scan) on immune function, circulating insulin-like growth factor (IGF)-1 concentrations, and positive affect among older adults. DESIGN: The study design comprised longitudinal analyses of data from subjects in an 8-week MBSR program. SETTING: The study was conducted at a University-affiliated health center. SUBJECTS: This study involved 100 community-dwelling older adults. Inclusion criteria were as follows: >/=65 years of age and English-speaking. INTERVENTION: This was an 8-week MBSR program. OUTCOME MEASURES: Interleukin (IL)-6 and IGF-1 levels were assayed from blood collected at postintervention assessments. Participants were immunized postintervention with keyhole limpet hemocyanin (KLH), and immunoglobulin (Ig)M and IgG KLH-specific antibody responses were measured prior to immunization as well as 3 weeks and 24 weeks postintervention. Participants completed a 10-item measure of positive affect at study entry and postintervention. RESULTS: Participants maintained weekly practice logs documenting participation in yoga, sitting meditation, informal meditation, and body scan. More practice of yoga was associated with higher post-treatment IGF-1 levels and greater improvement in positive affect from study entry to postintervention. Sitting meditation was positively associated with post-treatment IGF-1. Greater use of body scanning was associated with reduced antigen-specific IgM and IgG 3 weeks postintervention but not 24 weeks. No associations were found between MBSR activities and IL-6 levels. CONCLUSIONS: Practice of MBSR activities, particularly yoga, could provide benefits for specific aspects of physiologic function and positive affect. Changes in adaptive immunity in older adult MBSR practitioners warrant further study.	Gallegos, Autumn M;Hoerger, Michael;Talbot, Nancy L;Krasner, Michael S;Knight, Jennifer M;Moynihan, Jan A;Duberstein, Paul R	2013 Oct
23380323	Regulation of gene expression by yoga, meditation and related practices: a review of recent studies.	Integrative medicine (IM) approaches have gained significant interest in recent years to provide a solution for the health care challenges we face today. Yogic cognitive-behavioral practices are among the most widely used IM approaches and include diverse practices such as yoga asanas, meditation, breathing exercises, Qi Gong, Tai Chi Chih, and various others. Studies to date suggest that these yogic/meditative practices have significant positive effects on the mind-body system and thereby can increase wellness and support the healing process from disease. Previous work has provided evidence for both psychological and physiological effects of these practices; however, the mechanisms of these effects, especially at the molecular level, have largely been missing. Three recent studies started to provide some of this information through gene expression profiling in circulating immune cells, which support the hypothesis that yogic/meditative practices have a measurable effect at the molecular level. These studies are reviewed herein and some future perspectives are considered.	Saatcioglu, Fahri	2013 Feb
23380210	Complementary and alternative medicine consultations in urban and nonurban areas: a national survey of 1427 Australian women.	OBJECTIVES: The purpose of this study was to evaluate survey data from a national cross-sectional sample of 1427 urban and nonurban Australian women focusing on the relationship between the use of specific complementary and alternative medicine (CAM) practitioner types and the levels of CAM use across urban and nonurban areas. METHODS: A cross-sectional survey of 1427 middle-aged participants from the Australian Longitudinal Study on Women's Health conducted in 2009 was performed. The survey was designed to investigate multiple factors affecting the health and well-being of a cohort of women, with a particular emphasis on urban and nonurban residence. Women in 3 age groups ("young" 18-23 years, "mid-age" 45-50 years, and "older" 70-75 years) were randomly selected from the national Medicare database. The survey covered place of residence, measures of health status, rating of health care providers/services, and consultation with CAM practitioners. RESULTS: The most commonly consulted CAM practitioners for this sample were massage therapists (n = 912; 63.9%), doctors of chiropractic/chiropractors (n = 614; 43.0%), and naturopaths/herbal therapists (n = 327; 22.9%). Statistically significant differences between the areas of residence were found for women who used chiropractors (P = .0165), yoga practitioners (P = .0087), and osteopaths (P < .0001). Women residing in nonurban areas were more likely to consult with a chiropractor compared with women residing in major cities. Women in major cities were more likely to consult with a yoga practitioner or osteopath than women from nonurban areas. Women from nonurban areas who consulted a chiropractor were significantly less satisfied with their access to a medical specialist (P < .0001), access to a female general practitioner (P = .043), the number of general practitioners they have to choose from (P = .001), how long they have to wait for an appointment (0.0146), and the amount of information sharing by their general practitioner (P = .003), compared with urban women. CONCLUSIONS: For the population sample studied, the higher overall consultation rates with CAM therapists by Australian nonurban women were caused by consultations for chiropractic care.	Adams, Jon;Sibbritt, David;Broom, Alex;Loxton, Deborah;Wardle, Jon;Pirotta, Marie;Lui, Chi-Wai	2013 Jan
23375926	Effect of yoga on arrhythmia burden, anxiety, depression, and quality of life in paroxysmal atrial fibrillation: the YOGA My Heart Study.	OBJECTIVES: The purpose of this study was to examine the impact of yoga on atrial fibrillation (AF) burden, quality of life (QoL), depression, and anxiety scores. BACKGROUND: Yoga is known to have significant benefit on cardiovascular health. The effect of yoga in reducing AF burden is unknown. METHODS: This single-center, pre-post study enrolled patients with symptomatic paroxysmal AF with an initial 3-month noninterventional observation period followed by twice-weekly 60-min yoga training for next 3 months. AF episodes during the control and study periods as well as SF-36, Zung self-rated anxiety, and Zung self-rated depression scores at baseline, before, and after the study phase were assessed. RESULTS: Yoga training reduced symptomatic AF episodes (3.8 +/- 3 vs. 2.1 +/- 2.6, p < 0.001), symptomatic non-AF episodes (2.9 +/- 3.4 vs. 1.4 +/- 2.0; p < 0.001), asymptomatic AF episodes (0.12 +/- 0.44 vs. 0.04 +/- 0.20; p < 0.001), and depression and anxiety (p < 0.001), and improved the QoL parameters of physical functioning, general health, vitality, social functioning, and mental health domains on SF-36 (p = 0.017, p < 0.001, p < 0.001, p = 0.019, and p < 0.001, respectively). There was significant decrease in heart rate, and systolic and diastolic blood pressure before and after yoga (p < 0.001). CONCLUSIONS: In patients with paroxysmal AF, yoga improves symptoms, arrhythmia burden, heart rate, blood pressure, anxiety and depression scores, and several domains of QoL.	Lakkireddy, Dhanunjaya;Atkins, Donita;Pillarisetti, Jayasree;Ryschon, Kay;Bommana, Sudharani;Drisko, Jeanne;Vanga, Subbareddy;Dawn, Buddhadeb	2013 Mar 19
23374497	Mindfulness yoga improves scores on depression scales and fosters maternal-fetal attachment.		Faucher, Mary Ann	2013 Jan-Feb
23374201	"More than I expected": perceived benefits of yoga practice among older adults at risk for cardiovascular disease.	OBJECTIVE: This study was conducted with participants from trials examining the effects of an Iyengar yoga program on cardiovascular disease risk. The objective of the current study was to evaluate the perceived benefits of yoga in a population of older, predominantly overweight adults participating in a gentle 8-week yoga program. DESIGN: This study used a constructivist-interpretive approach to naturalistic inquiry. SETTING: A total of 42 participants completed the intervention and met the inclusion criteria for the current qualitative study. INTERVENTION: The 8-week Iyengar yoga program included two 90-min yoga classes and five 30-min home sessions per week. Participants completed weekly logs and an exit questionnaire at the end of the study. MAIN OUTCOME MEASURES: Qualitative data from weekly logs and exit questionnaires were compiled and conventional content analysis performed with the use of ATLAS.ti to facilitate the process. RESULTS: Four broad themes emerged from content analysis: practicing yoga improved overall physical function and capacity (for 83% of participants); practicing yoga reduced stress/anxiety and enhanced calmness (83% of participants); practicing yoga enriched the quality of sleep (21% of participants); and practicing yoga supported efforts toward dietary improvements (14% of participants). CONCLUSIONS: These results suggest that yoga may have ancillary benefits in terms of improved physical function, enhanced mental/emotional state, enriched sleep quality, and improved lifestyle choices, and may be useful as a health promotion strategy in the prevention and management of chronic disease.	Alexander, Gina K;Innes, Kim E;Selfe, Terry K;Brown, Cynthia J	2013 Feb
23372322	A study of quality of life among perimenopausal women in selected coastal areas of Karnataka, India.	BACKGROUND: To study the menopause related symptoms affecting the quality of life (QOL) of perimenopausal women in order to understand the prevalence and plan for the interventions. MATERIALS AND METHODS: Two hundred and nine women were evaluated for perimenopausal symptoms using a 29 item MENQOL questionnaire. RESULTS: The physical and psychosocial symptoms were found to be more prevalent than the vasomotor and sexual symptoms. CONCLUSION: Perimenopausal symptoms widely vary in women populations, accurate recording and understanding of which is essential to plan effective interventions to improve the QOL.	Nayak, Gayathry;Kamath, Asha;Kumar, Pratap;Rao, Anjali	2012 Jul
23370082	Impact of iyengar yoga on quality of life in young women with rheumatoid arthritis.	OBJECTIVE: Rheumatoid arthritis (RA) is a chronic, disabling disease that can greatly compromise health-related quality of life (HRQoL). The aim of this study was to assess the impact of a 6-week twice/week Iyengar yoga program on HRQoL of young adults with RA compared with a usual-care waitlist control group. METHODS: The program was designed to improve the primary outcome of HRQoL including pain and disability and psychological functioning in patients. Assessments were collected pretreatment, posttreatment, and at 2 months after treatment. Weekly ratings of anxiety, depression, pain, and sleep were also recorded. A total of 26 participants completed the intervention (yoga=11; usual-care waitlist=15). All participants were female (mean age=28 y). RESULTS: Overall attrition was low at 15%. On average, women in the yoga group attended 96% of the yoga classes. No adverse events were reported. Relative to the usual-care waitlist, women assigned to the yoga program showed significantly greater improvement on standardized measures of HRQoL, pain disability, general health, mood, fatigue, acceptance of chronic pain, and self-efficacy regarding pain at posttreatment. Almost half of the yoga group reported clinically meaningful symptom improvement. Analysis of the uncontrolled effects and maintenance of treatment effects showed improvements in HRQoL general health, pain disability, and weekly ratings of pain, anxiety, and depression were maintained at follow-up. CONCLUSIONS: The findings suggest that a brief Iyengar yoga intervention is a feasible and safe adjunctive treatment for young people with RA, leading to HRQoL, pain disability, fatigue, and mood benefits. Moreover, improvements in quality of life, pain disability, and mood persisted at the 2-month follow-up.	Evans, Subhadra;Moieni, Mona;Lung, Kirsten;Tsao, Jennie;Sternlieb, Beth;Taylor, Mihaela;Zeltzer, Lonnie	2013 Nov
23362692	The effect of yoga on neuroticism in an Indian population varies with socio-demographic factors.	Neuroticism, or negative affectivity, can influence a person's approach to life. This study examined levels of neuroticism in 249 patients with illnesses known to be related to the mental state. All of them were given a six-day intensive yoga program. Patients showed a decrease in neuroticism measured by the PGI Health Questionnaire. The reduction was maximum for (a) those with ages between 36 and 51 years, (b) females, (c) patients with at least 17 years of education, and (d) those who were self-employed. The results show the importance of socio-demographic factors in neuroticism levels and in programs intended to reduce neuroticism. Hence, yoga is a useful intervention to reduce traits of neuroticism, with variations in the degree of change based on social factors.	Telles, Shirley;Naveen, K V;Kumar, Nilima;Balkrishna, Acharya;Acharya	2012 Winter
23362559	Measurement pilot study of the Meditative Movement Inventory (MMI).	BACKGROUND AND PURPOSE: Mind-body practices that blend physical movement or postures with a focus on the breath and a meditative state to achieve deep states of relaxation have recently been characterized as a category of exercise called meditative movement and include practices such as Yoga, Tai Chi, and Qigong. Critical components of such practices have not been adequately assessed in research, leaving the fidelity of interventions in question; however, there is currently no set of relevant instruments. This article describes the development and preliminary validation of two subscales of the meditative movement inventory (MMI). METHODS: Questionnaire items were generated with input from expert practitioners, and tested in the context of an intervention study (N = 87) comparing Qigong/Tai Chi Easy (QG/TCE) to sham Qigong (SQG). RESULTS: Principal components analysis produced three substantively meaningful factors: breath focus (BF; e.g., "I was using my breathing to go into a relaxed state"; five items, alpha = .86), meditative connection (MC; e.g., "I was connected to something greater than myself"; four items, alpha = .90), and flowing motion (FM; e.g., "I moved in relaxed, fluid movements"; two items, alpha = .61, dropped from further analysis). Confirmatory factor analyses of the first two factors (BF and MC) to examine item reliabilities fit the data well providing positive results for construct composition and item reliabilities. CONCLUSIONS: The BF and MC subscales demonstrated initial strong properties for assessing the presence and strength of these factors in meditative movement intervention studies, whereas additional work is needed to further develop the FM subscale.	Larkey, Linda;Szalacha, Laura;Rogers, Carol;Jahnke, Roger;Ainsworth, Barbara	2012
23360657	Relaxation breathing improves human glycemic response.	OBJECTIVES: This study evaluated a simple relaxation breathing exercise for acute improvement of postprandial glycemic and insulinemic status. DESIGN: Healthy human subjects were randomized to control breathing (CB; n=13) or a relaxation breathing exercise (RB; n=13) that was repeated every 10 minutes for the 30 minutes before and 90 minutes after consuming a glucose challenge (oral glucose tolerance test; OGTT; 75 g/240 mL). Blood samples were collected before, and 30, 60, and 90 minutes post OGTT for glucose and insulin analysis. RESULTS: Blood glucose at 0 minutes (pre-OGTT), and 30, 60, and 90 minutes post-OGTT with continued RB was 93.7+/-1.9, 136.5+/-8.1, 165.7+/-8.1, and 130.2+/-6.9 mg/dL, and 97.1+/-2.4, 173.1+/-8.4, 158.7+/-11.1, and 137.1+/-10.1 with CB, respectively. RB blood glucose was significantly lower at 30 minutes than CB. Glucose area under the curve (AUC) for CB and RB were not significantly different. Plasma insulin for both CB and RB was significantly increased relative to baseline at 30, 60, and 90 minutes. Insulin values for RB tended to be higher than CB at 30 and 60 minutes, although the difference was not statistically significant. Insulin AUC for CB and RB was not significantly different. CONCLUSIONS: Relaxation breathing acutely improves the glycemic response of healthy subjects, and breathing pattern could be important for interpretation of glycemic index measurements.	Wilson, Ted;Baker, Sarah E;Freeman, Michelle R;Garbrecht, Mark R;Ragsdale, Frances R;Wilson, Daniel A;Malone, Christopher	2013 Jul
23357337	Determination of peak deflections from human surrogates using chestbands in side impact tests.	To understand the biomechanics of the human body in motor vehicle environments, physical models including anthropomorphic test devices (ATD) and biological models (postmortem human surrogates) are used, and sled tests are conducted. Deflection is often used as a biomechanical variable to characterize the effects of impact loading and derive injury criteria. The objective of the present study was to evaluate different techniques and recommend a methodology to determine the peak thorax and abdominal deflections from temporal contours using chestbands in oblique lateral impacts. The side impact ATD WorldSID representing human surrogates was positioned on a seat. The seat was rigidly fixed to the platform of an acceleration sled. The oblique load-wall fixed to the sled consisted of separate and adjustable plates to contact the shoulder, thorax, abdomen, and pelvis. Two 59-gage chestbands were wrapped on the thorax and abdomen. Tests were conducted at low, medium, and high velocities (3.4, 6.7, and 7.5m/s) and three methods, termed the spine-sternum, bilateral, and spine-box, were used to determine the global peak deflection and its angulation. Results indicated that all three methods produced very similar angulations, for all velocity tests, and at both thorax and abdominal regions. However, maximum deflections were the lowest in the spine-sternum, followed by bilateral and spine-box methods, with one exception. Based on the development of deflection contours, locations used in the definitions of the origin, and accuracy in identifying critical locations/points in time-varying contours, results of the present study indicate that the bilateral method is the optimum procedure to determine the oblique peak deflection vector in biomechanical tests.	Yoganandan, Narayan;Humm, John R;Pintar, Frank A;Maiman, Dennis J	2013 Aug
